"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-01",,,,,"0","1,S","0","1,S","0","5,S","0","5,S","0","1,S","28","1,S","0","1,S","34","5,S,13,","0.00","1,,S,31,+","86","1,S,31,",,,,,"0.00","1,,,S","59.6","6,S","77.4","1,,,S","41.7","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-02",,,"35","5,S","0",",S","0",",S","0","3,S","0","3,S","0","3,S","25","3,S","6","3,S","36","3,S,18,","0.00",",,S,28,+","99","3,S,28,+",,,"54","3,S","0.00",",,,S","64.4","5,S","84.8","3,,,S","44.0","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-03",,,"435","4,S","0","1,S","0","1,S","0","2,S","0","2,S","0","2,S","29","2,S","28","2,S","50","2,S,06,","0.00","1,,S,31,+","112","2,S,22,+",,,"0","2,S","0.00","1,,,S","81.3","4,S","102.9","2,,,S","59.7","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-05",,,"830","5,S","1",",S","0",",S","0","4,S","0","4,S","0","1,S","30","1,S","30","1,S","71","4,S,10,+","0.04",",,S,06,","126","1,S,26,",,,"0","1,S","0.04",",,,S","96.8","5,S","116.4","1,,,S","77.3","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-06",,,,,"3",",S","3",",S",,,,,"0",",S","30",",S","29",",S",,,"1.97",",,S,21,","118",",S,20,",,,,,"4.38",",,,S",,,"107.8",",,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-07",,,,,"5","2,S","5","2,S",,,,,"0","4,S","27","4,S","27","4,S",,,"0.82","2,,S,14,","113","4,S,04,",,,,,"2.70","2,,,S",,,"104.5","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-08",,,,,"5","1,S","2","1,S","0","3,S","0","3,S","0","3,S","28","3,S","27","3,S","74","3,S,09,","2.76","1,,S,17,","106","3,S,28,",,,,,"4.71","1,,,S","89.5","6,S","99.4","3,,,S","79.6","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-09",,,"601","4,S","2",",S","2",",S","0","2,S","0","2,S","0","3,S","27","3,S","27","3,S","67","2,S,28,","2.03",",,S,02,","107","3,S,22,",,,"0","3,S","2.90",",,,S","88.1","4,S","100.5","3,,,S","75.6","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-10",,,"542","5,S","0","1,S","0","1,S","0","2,S","0","2,S","0","3,S","28","3,S","28","3,S","63","2,S,27,","0.00","1,,S,31,+","110","3,S,05,+",,,"0","3,S","0.00","1,,,S","85.7","5,S","102.2","3,,,S","69.1","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-11",,,,,,,,,,,,,"0","5,S","25","5,S","11","5,S",,,,,"96","5,S,05,+",,,,,,,,,"89.0","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2010-12",,,,,"0","3,S","0","3,S","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","37","4,S,11,","0.00","3,,S,31,+","83","3,S,01,",,,,,"0.00","3,,,S","60.8","7,S","78.4","3,,,S","43.2","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-01",,,,,"1",",S","1",",S",,,,,"0","2,S","23","2,S","0","2,S",,,"1.57",",,S,26,","80","2,S,28,+",,,,,"1.57",",,,S",,,"74.3","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-02",,,"38","5,S","1","1,S","1","1,S","0","5,S","0","5,S","0",",S","27",",S","0",",S","45","5,S,05,","0.12","1,,S,25,","89",",S,25,",,,"18",",S","0.12","1,,,S","65.9","5,S","81.6",",,,S","50.1","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-03",,,,,"0","3,S","0","3,S",,,,,"0","3,S","27","3,S","20","3,S",,,"0.00","3,,S,31,+","109","3,S,27,",,,,,"0.00","3,,,S",,,"95.8","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-04",,,,,"0","3,S","0","3,S",,,,,"0","2,S","28","2,S","27","2,S",,,"0.00","3,,S,30,+","114","2,S,25,",,,,,"0.00","3,,,S",,,"103.4","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-05",,,"915","1,S","0",",S","0",",S","0",",S","0",",S","0","1,S","30","1,S","30","1,S","73",",S,03,+","0.00",",,S,31,+","120","1,S,31,",,,"0","1,S","0.00",",,,S","95.5","1,S","113.6","1,,,S","77.4",",,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-06",,,"821","4,S","0","1,S","0","1,S","0","3,S","0","3,S","0","2,S","28","2,S","28","2,S","76","3,S,10,","0.00","1,,S,30,+","124","2,S,07,",,,"0","2,S","0.00","1,,,S","96.8","4,S","112.1","2,,,S","81.4","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-07",,,"803","3,S","1",",S","1",",S","0","2,S","0","2,S","0","1,S","30","1,S","30","1,S","77","2,S,15,","0.87",",,S,26,","113","1,S,08,+","0","S","0","1,S","0.87",",,,S","93.7","3,S","106.3","1,,,S","81.0","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-08",,,,,"9","2,S","4","2,S",,,,,"0","2,S","29","2,S","28","2,S",,,"4.41","2,,S,11,","108","2,S,06,",,,,,"10.49","2,,,S",,,"99.5","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-11",,,,,"0",",S","0",",S","0","2,S","0","2,S",,,,,,,"58","2,S,27,","0.00",",,S,30,+",,,,,,,"0.00",",,,S",,,,,"65.9","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2011-12",,,,,"0","1,S","0","1,S","0","3,S","0","3,S","0","3,S","28","3,S","0","3,S","39","3,S,26,","0.00","1,,S,31,+","90","3,S,03,",,,,,"0.00","1,,,S","64.1","6,S","78.8","3,,,S","49.5","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-01",,,,,"0","3,S","0","3,S","0","4,S","0","4,S","0","3,S","23","3,S","0","3,S","41","4,S,08,","0.00","3,,S,31,+","82","3,S,13,",,,,,"0.00","3,,,S","59.7","6,S","73.9","3,,,S","45.6","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-02",,,"15","5,S","0","1,S","0","1,S","0","4,S","0","4,S","0","1,S","27","1,S","1","1,S","36","4,S,08,","0.00","1,,S,29,+","93","1,S,29,",,,"85","1,S","0.00","1,,,S","61.8","5,S","78.2","1,,,S","45.4","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-03",,,,,"0","2,S","0","2,S",,,,,"0","1,S","30","1,S","17","1,S",,,"0.00","2,,S,31,+","108","1,S,31,+",,,,,"0.00","2,,,S",,,"92.7","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-04",,,,,"1","3,S","0","3,S","0","5,S","0","5,S","0","2,S","28","2,S","28","2,S","64","5,S,01,","0.04","3,,S,26,","110","2,S,06,",,,,,"0.04","3,,,S","86.8","6,S","102.7","2,,,S","70.9","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-05",,,,,"1","2,S","1","2,S",,,,,"0","1,S","30","1,S","30","1,S",,,"0.10","2,,S,20,","115","1,S,24,",,,,,"0.10","2,,,S",,,"110.8","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-06",,,"824","4,S","0","1,S","0","1,S","0","4,S","0","4,S","0",",S","30",",S","30",",S","81","4,S,13,+","0.00","1,,S,30,+","117",",S,17,",,,"0",",S","0.00","1,,,S","96.8","4,S","111.2",",,,S","82.5","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-07",,,,,"0","1,S","0","1,S","0","5,S","0","5,S","0","5,S","26","5,S","26","5,S","81","5,S,30,","0.00","1,,S,31,+","111","5,S,25,",,,,,"0.00","1,,,S","94.7","9,S","106.7","5,,,S","82.7","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-08",,,,,"1","1,S","1","1,S",,,,,,,,,,,,,"0.56","1,,S,31,",,,,,,,"0.56","1,,,S",,,,,,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-09",,,,,"8","3,S","7","3,S",,,,,"0","3,S","27","3,S","25","3,S",,,"1.81","3,,S,12,","104","3,S,22,",,,,,"6.19","3,,,S",,,"97.8","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-10",,,,,"0",",S","0",",S","0","4,S","0","4,S","0","3,S","28","3,S","27","3,S","59","4,S,30,+","0.00",",,S,31,+","103","3,S,02,+",,,,,"0.00",",,,S","81.9","7,S","97.4","3,,,S","66.5","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-11",,,,,"0","1,S","0","1,S",,,,,"0",",S","30",",S","18",",S",,,"0.00","1,,S,30,+","97",",S,03,",,,,,"0.00","1,,,S",,,"89.9",",,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2012-12",,,,,"0",",S","0",",S",,,,,"0","2,S","27","2,S","0","2,S",,,"0.00",",,S,31,+","88","2,S,25,",,,,,"0.00",",,,S",,,"79.2","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2013-01",,,,,"0","1,S","0","1,S",,,,,"0","3,S","26","3,S","0","3,S",,,"0.00","1,,S,31,+","83","3,S,12,",,,,,"0.00","1,,,S",,,"76.0","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2013-02",,,"44","5,S","3","1,S","3","1,S","0","4,S","0","4,S","0","1,S","26","1,S","0","1,S","44","4,S,08,","0.83","1,,S,23,","90","1,S,21,",,,"19","1,S","1.15","1,,,S","65.9","5,S","80.2","1,,,S","51.5","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2013-03",,,"318","4,S","1","1,S","0","1,S","0","2,S","0","2,S","0","2,S","29","2,S","24","2,S","50","2,S,04,","0.04","1,,S,28,","101","2,S,31,+",,,"0","2,S","0.04","1,,,S","76.8","4,S","93.8","2,,,S","59.8","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2013-04",,,,,"0",",S","0",",S","0","4,S","0","4,S","0","2,S","28","2,S","28","2,S","63","4,S,01,","0.00",",,S,30,+","112","2,S,15,",,,,,"0.00",",,,S","85.5","6,S","101.3","2,,,S","69.8","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-05",,,,,"1","3,S","0","3,S",,,,,"0","2,S","29","2,S","29","2,S",,,"0.03","3,,S,15,","123","2,S,14,",,,,,"0.03","3,,,S",,,"114.4","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-06",,,,,"0","3,S","0","3,S",,,,,"0",",S","30",",S","30",",S",,,"0.00","3,,S,30,+","117",",S,06,+",,,,,"0.00","3,,,S",,,"111.1",",,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-07",,,,,"11","1,S","8","1,S",,,,,"0","2,S","29","2,S","27","2,S",,,"2.56","1,,S,16,","110","2,S,01,",,,,,"5.87","1,,,S",,,"99.4","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-10",,,,,,,,,,,,,"0","3,S","28","3,S","28","3,S",,,,,"100","3,S,17,+",,,,,,,,,"97.0","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-11",,,,,,,,,,,,,"0","5,S","25","5,S","6","5,S",,,,,"100","5,S,04,",,,,,,,,,"87.7","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2022-12",,,,,,,,,,,,,"0",",S","31",",S","0",",S",,,,,"87",",S,29,",,,,,,,,,"78.9",",,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-01",,,,,,,,,"0","5,S","0","5,S","0","3,S","26","3,S","0","3,S","40","5,S,26,",,,"89","3,S,11,",,,,,,,"59.2","8,S","72.9","3,,,S","45.5","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-02",,,"183","4,S",,,,,"0","4,S","0","4,S","0",",S","28",",S","14",",S","47","4,S,02,",,,"98",",S,28,",,,"4",",S",,,"72.6","4,S","88.7",",,,S","56.6","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-03",,,"397","4,S","1","5,S","0","5,S","0","4,S","0","4,S","0",",S","31",",S","25",",S","63","4,S,25,+","0.08","5,,S,19,","101",",S,11,",,,"0",",S","0.08","5,,,S","79.5","4,S","93.5",",,,S","65.5","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-04",,,"572","3,S","0","1,S","0","1,S","0","3,S","0","3,S","0",",S","30",",S","30",",S","64","3,S,21,","0.00","1,,S,30,+","108",",S,14,",,,"0",",S","0.00","1,,,S","85.9","3,S","101.3",",,,S","70.4","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-05",,,"841","1,S","3","1,S","1","1,S","0","1,S","0","1,S","0",",S","31",",S","31",",S","66","1,S,30,","0.35","1,,S,30,","118",",S,26,",,,"0",",S","0.43","1,,,S","93.1","1,S","108.8",",,,S","77.4","1,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-06",,,,,,,,,,,,,"0","3,S","27","3,S","27","3,S",,,,,"111","3,S,09,",,,,,,,,,"106.2","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-07",,,,,"7","2,S","6","2,S","0","3,S","0","3,S","0","4,S","27","4,S","26","4,S","77","3,S,23,","2.17","2,,S,23,","109","4,S,04,+",,,,,"4.57","2,,,S","93.1","7,S","104.0","4,,,S","82.2","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-08",,,"722","4,S","0","3,S","0","3,S","0","3,S","0","3,S","0","1,S","30","1,S","30","1,S","77","3,S,29,+","0.00","3,,S,31,+","105","1,S,28,+",,,"0","1,S","0.00","3,,,S","91.7","4,S","102.9","1,,,S","80.6","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2023-09",,,,,,,,,,,,,"0","2,S","28","2,S","28","2,S",,,,,"110","2,S,09,",,,,,,,,,"103.2","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2003-05",,,,,,,,,,,,,"0","5,I","26","5,I","25","5,I",,,,,"107","5,I,23,+",,,,,,,,,"100.2","5,,,I",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2003-06",,,,,,,,,,,,,"0","2,I","28","2,I","28","2,I",,,,,"115","2,I,06,",,,,,,,,,"110.4","2,,,I",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2003-07",,,,,,,,,,,,,"0","4,I","27","4,I","27","4,I",,,,,"116","4,I,02,",,,,,,,,,"108.9","4,,,I",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2003-08",,,,,,,,,,,,,"0","4,I","27","4,I","27","4,I",,,,,"110","4,I,01,",,,,,,,,,"106.8","4,,,I",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2004-09",,,,,"0","5,S","0","5,S",,,,,"0","2,S","28","2,S","28","2,S",,,"0.00","5,,S,30,+","109","2,S,09,+",,,,,"0.00","5,,,S",,,"102.5","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2004-11",,,,,,,,,,,,,"0","1,S","28","1,S","2","1,S",,,,,"93","1,S,20,",,,,,,,,,"85.7","1,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2005-02",,,,,,,,,,,,,"0","5,S","10","5,S","0","5,S",,,,,"77","5,S,03,",,,,,,,,,"66.1","5,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2005-04",,,,,"1","4,S","1","4,S","0","5,S","0","5,S",,,,,,,"45","5,S,09,","0.24","4,,S,29,",,,,,,,"0.24","4,,,S",,,,,"61.3","5,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2005-08",,,,,,,,,,,,,"0","2,S","29","2,S","29","2,S",,,,,"115","2,S,04,",,,,,,,,,"109.4","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2005-09",,,"602","3,S",,,,,"0","3,S","0","3,S","0","1,S","29","1,S","29","1,S","54","3,S,25,",,,"114","1,S,07,",,,"0","1,S",,,"87.2","3,S","107.2","1,,,S","67.2","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2005-11",,,,,,,,,,,,,"0","2,S","24","2,S","1","2,S",,,,,"91","2,S,06,",,,,,,,,,"80.7","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-02",,,,,,,,,,,,,"0","1,S","26","1,S","1","1,S",,,,,"90","1,S,11,",,,,,,,,,"82.3","1,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-03",,,,,,,,,,,,,"0","4,S","27","4,S","2","4,S",,,,,"94","4,S,29,",,,,,,,,,"84.3","4,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-05",,,,,,,,,,,,,"0","3,S","28","3,S","28","3,S",,,,,"113","3,S,06,",,,,,,,,,"108.7","3,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-07",,,,,,,,,,,,,"0","2,S","29","2,S","29","2,S",,,,,"119","2,S,03,",,,,,,,,,"112.2","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-09",,,,,,,,,,,,,"0",",S","30",",S","30",",S",,,,,"107",",S,18,",,,,,,,,,"102.3",",,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-10",,,,,,,,,,,,,"0","3,S","28","3,S","28","3,S",,,,,"104","3,S,01,",,,,,,,,,"98.7","3,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-11",,,,,,,,,,,,,"0","1,S","21","1,S","7","1,S",,,,,"96","1,S,04,",,,,,,,,,"80.3","1,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2006-12",,,,,,,,,,,,,"0","5,S","7","5,S","0","5,S",,,,,"77","5,S,29,",,,,,,,,,"65.7","5,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-01",,,,,,,,,"0","4,S","9","4,S","0","3,S","10","3,S","0","3,S","21","4,S,05,",,,"78","3,S,31,",,,,,,,"50.2","6,S","67.1","3,,,S","33.4","4,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-02",,,,,,,,,"0","3,S","0","3,S","0","3,S","20","3,S","0","3,S","37","3,S,14,",,,"86","3,S,26,",,,,,,,"60.0","6,S","76.2","3,,,S","43.9","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-03",,,,,,,,,,,,,"0","3,S","25","3,S","5","3,S",,,,,"95","3,S,29,",,,,,,,,,"80.5","3,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-05",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"110","4,S,02,",,,,,,,,,"103.4","4,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-07",,,"841","2,S",,,,,"0","2,S","0","2,S","0",",S","31",",S","31",",S","71","2,S,30,+",,,"115",",S,07,","0","S","0",",S",,,"94.0","2,S","108.8",",,,S","79.2","2,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-08",,,,,,,,,"0","5,S","0","5,S","0","4,S","27","4,S","27","4,S","67","5,S,18,",,,"112","4,S,10,",,,,,,,"91.2","7,S","107.4","4,,,S","75.0","5,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-09",,,,,"0","5,S","0","5,S",,,,,"0","1,S","29","1,S","29","1,S",,,"0.00","5,,S,30,+","108","1,S,03,+",,,,,"0.00","5,,,S",,,"100.4","1,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-10",,,"113","4,S","0","4,S","0","4,S","0","2,S","0","2,S","0","3,S","28","3,S","13","3,S","40","2,S,30,","0.00","4,,S,31,+","96","3,S,19,",,,"10","3,S","0.00","4,,,S","68.6","4,S","89.3","3,,,S","48.0","2,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-11",,,"52","2,S","0","5,S","0","5,S","0",",S","0",",S","0","2,S","28","2,S","7","2,S","39",",S,29,+","0.00","5,,S,30,+","95","2,S,05,",,,"31","2,S","0.00","5,,,S","65.9","2,S","87.1","2,,,S","44.7",",,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2007-12",,,,,,,,,"0","3,S","7","3,S","0","5,S","14","5,S","0","5,S","18","3,S,31,+",,,"82","5,S,22,",,,,,,,"52.5","7,S","70.0","5,,,S","35.0","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-01","0","S","0","3,S","9",",S","4",",S","0","2,S","19","2,S","0","1,S","1","1,S","0","1,S","19","2,S,01,","0.98",",,S,16,","72","1,S,03,",,,"616","1,S","2.84",",,,S","43.1","3,S","54.6","1,,,S","31.6","2,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-02",,,,,,,,,"0","4,S","12","4,S","0","4,S","11","4,S","2","4,S","22","4,S,08,",,,"93","4,S,28,",,,,,,,"50.7","6,S","68.4","4,,,S","33.0","4,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-05",,,"664","3,S","0","4,S","0","4,S","0","3,S","0","3,S","0",",S","31",",S","31",",S","61","3,S,06,","0.00","4,,S,31,+","114",",S,31,",,,"0",",S","0.00","4,,,S","88.8","3,S","106.2",",,,S","71.4","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-06",,,"920","2,S",,,,,"0","1,S","0","1,S","0","1,S","29","1,S","29","1,S","74","1,S,01,",,,"122","1,S,25,",,,"0","1,S",,,"97.8","2,S","115.1","1,,,S","80.6","1,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-07",,,"827","5,S",,,,,"0","4,S","0","4,S","0","1,S","30","1,S","30","1,S","70","4,S,28,",,,"120","1,S,05,","0","S","0","1,S",,,"96.7","5,S","112.8","1,,,S","80.7","4,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-08",,,,,"1","2,S","0","2,S",,,,,"0","2,S","29","2,S","29","2,S",,,"0.08","2,,S,07,","113","2,S,09,",,,,,"0.08","2,,,S",,,"105.5","2,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-09",,,,,"0","1,S","0","1,S",,,,,"0","1,S","29","1,S","29","1,S",,,"0.00","1,,S,30,+","108","1,S,13,",,,,,"0.00","1,,,S",,,"102.4","1,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-10",,,,,"0","1,S","0","1,S",,,,,"0","4,S","27","4,S","24","4,S",,,"0.00","1,,S,31,+","104","4,S,11,+",,,,,"0.00","1,,,S",,,"96.5","4,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-11",,,"42","5,S","1","1,S","0","1,S","0","4,S","3","4,S","0","2,S","22","2,S","4","2,S","27","4,S,15,","0.02","1,,S,11,","96","2,S,07,",,,"159","2,S","0.02","1,,,S","60.4","5,S","78.9","2,,,S","41.9","4,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2008-12",,,,,"3","1,S","0","1,S","0","4,S","5","4,S","0","4,S","15","4,S","0","4,S","29","4,S,23,+","0.08","1,,S,17,","84","4,S,03,",,,,,"0.16","1,,,S","54.8","8,S","71.3","4,,,S","38.3","4,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-01","0","S","0","5,S","9",",S","4",",S","0","2,S","4","2,S","0","4,S","5","4,S","0","4,S","27","2,S,07,+","1.22",",,S,25,","77","4,S,01,",,,"361","4,S","2.71",",,,S","51.1","5,S","63.4","4,,,S","38.8","2,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-02","19","S","19","1,S","1",",S","1",",S","0","1,S","0","1,S","0",",S","21",",S","1",",S","33","1,S,07,","0.71",",,S,13,","90",",S,28,",,,"136",",S","0.71",",,,S","60.5","1,S","74.8",",,,S","46.1","1,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-03",,,,,"1","1,S","0","1,S","0","3,S","0","3,S","0","4,S","27","4,S","6","4,S","46","3,S,08,","0.04","1,,S,24,","92","4,S,21,",,,,,"0.04","1,,,S","70.2","6,S","85.2","4,,,S","55.1","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-04",,,,,"3","1,S","1","1,S","0","5,S","0","5,S","0","3,S","27","3,S","15","3,S","48","5,S,08,","0.20","1,,S,07,","104","3,S,27,",,,,,"0.34","1,,,S","76.1","7,S","91.1","3,,,S","61.1","5,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-05",,,"608","5,S","1",",S","1",",S","0","1,S","0","1,S","0","4,S","27","4,S","26","4,S","60","1,S,05,","2.36",",,S,11,","113","4,S,31,+",,,"0","4,S","2.36",",,,S","88.8","5,S","105.3","4,,,S","72.4","1,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-06",,,,,"0","5,S","0","5,S",,,,,"0","5,S","25","5,S","25","5,S",,,"0.00","5,,S,30,+","111","5,S,28,",,,,,"0.00","5,,,S",,,"104.8","5,,,S",,
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-07",,,,,"0","2,S","0","2,S","0","3,S","0","3,S","0","5,S","26","5,S","26","5,S","71","3,S,04,","0.00","2,,S,31,+","118","5,S,08,",,,,,"0.00","2,,,S","96.1","8,S","112.4","5,,,S","79.7","3,,,S"
"PK000041712","DAL BANDIN, PK","28.883","64.4","850.0","2009-08",,,,,"0","4,S","0","4,S",,,,,"0","1,S","30","1,S","30","1,S",,,"0.00","4,,S,31,+","120","1,S,03,",,,,,"0.00","4,,,S",,,"113.1","1,,,S",,
